ID,1차 카테고리,2차 카테고리,활동지역,상세지역,카페명,URL,회원수,핫딜게시판,등업불가,일반발행가능
cf-0235,맘/학습맘,맘카페,경기도,"하남,미사,감일,위례,강동,강일,교산",아이품애,https://cafe.naver.com/kidsinlove,55210,,,O
cf-0236,맘/학습맘,맘카페,강원도,인제,인제군엄마,https://cafe.naver.com/kirinapt?iframe_url_utf8=%2FArticleRead.nhn%253Farticleid%3D167420%2526clubid%3D27170422,17148,,,O
cf-0237,맘/학습맘,맘카페,부산,"동래,금정,부산",금동맘,https://cafe.naver.com/kjdrmom,39728,,,O
cf-0238,맘/학습맘,맘카페,광주,광주,광주캐슬맘,https://cafe.naver.com/kjskycastle,15534,O,,O
cf-0239,맘/학습맘,맘카페,대전,"서구,둔산,대전",대전둔산맘,https://cafe.naver.com/ksn82599,30383,O,,O
cf-0240,맘/학습맘,맘카페,전북,군산,군산맘,https://cafe.naver.com/kunsanbeauty,38094,O,,O
cf-0241,맘/학습맘,맘카페,인천,"인천,연수,송도",송도국제도시맘,https://cafe.naver.com/momsofsongdoifez,80882,,,O
cf-0242,맘/학습맘,맘카페,경남,창원,창원맘스베베,https://cafe.naver.com/littlepiggystudio,63486,O,,O
cf-0243,맘/학습맘,맘카페,서울,강동,강동구엄마들모임,https://cafe.naver.com/lol2580,36058,,O,O
cf-0244,맘/학습맘,맘카페,경남,통영,통영마미,https://cafe.naver.com/machangjinlove/,22307,,,O
cf-0245,맘/학습맘,맘카페,경기도,"평택,안성,고덕",맘스비,https://cafe.naver.com/magic26,78552,,,O
cf-0246,맘/학습맘,맘카페,경남,"사천,삼천포,진주",미수다,https://cafe.naver.com/mammami,82772,,,O
cf-0247,맘/학습맘,맘카페,울산,울산,울산맘스모여라,https://cafe.naver.com/mammie,153395,,,O
cf-0248,맘/학습맘,맘카페,서울,"주랑,동대문,성동,광진",맘들이 힐링하는 공간,https://cafe.naver.com/mamworld,34371,,,O
cf-0249,맘/학습맘,맘카페,대구,대구,육아친구대구경북,https://cafe.naver.com/manmanmandaegu,36232,,,O
cf-0250,맘/학습맘,맘카페,경기도,"화성,동탄",동탄스토리,https://cafe.naver.com/minskin7679,44135,,,O
cf-0251,맘/학습맘,맘카페,경남,밀양,밀아클,https://cafe.naver.com/miryangmams,15702,,,O
cf-0252,맘/학습맘,맘카페,전국,,미즈넷,https://cafe.naver.com/miznett,303767,O,,O
cf-0253,맘/학습맘,맘카페,강원도,동해,동해맘의중고나라,https://cafe.naver.com/momdh,23001,O,,O
cf-0254,맘/학습맘,맘카페,경기도,"남양주,구리",구리남양주맘,https://cafe.naver.com/momingrnyj,137396,O,O,O
cf-0255,맘/학습맘,맘카페,경기도,김포,한아름,https://cafe.naver.com/momroom2013,80784,O,,O
cf-0256,맘/학습맘,맘카페,인천,"인천,서구,검단",검단맘블리,https://cafe.naver.com/gdnewcity1144,85216,O,O,O
cf-0257,맘/학습맘,맘카페,광주,광주,광주맘스팡,https://cafe.naver.com/momspanggju,130249,O,,O
cf-0258,맘/학습맘,맘카페,경기도,이천,이천맘스토리,https://cafe.naver.com/momsuda,10881,O,,O
cf-0259,맘/학습맘,맘카페,서울,"강서,양천,구로,금천",서울서부,https://cafe.naver.com/mothercamping,4657,,,O
cf-0260,맘/학습맘,맘카페,인천,"인천,서구,청라",청라맘스,https://cafe.naver.com/chengnamomlife,76031,,,O
cf-0261,맘/학습맘,맘카페,경기도,"파주,문산",문산맘,https://cafe.naver.com/munsanstory,22129,,,O
cf-0262,맘/학습맘,맘카페,서울,"서초,내곡",내곡동 맘카페,https://cafe.naver.com/naegokmom,13643,,,O
cf-0263,맘/학습맘,맘카페,경기도,"화성,남양",남양아지매,https://cafe.naver.com/namyangmama,27445,O,,O
cf-0264,맘/학습맘,맘카페,충남,내포,내포천사,https://cafe.naver.com/nepoengel,35582,,,O
cf-0265,맘/학습맘,맘카페,광주,광주,네버랜드,https://cafe.naver.com/neverland1004,4966,,,O
cf-0266,맘/학습맘,맘카페,전국,,키즈배틀,https://cafe.naver.com/newkidsbattle,103438,O,,O
cf-0267,맘/학습맘,맘카페,서울,"성동,광진,중랑",성광중모여라,https://cafe.naver.com/newmusicbox,89788,O,,O
cf-0268,맘/학습맘,맘카페,서울,"관악,금천,동작",관금동맘블리,https://cafe.naver.com/news2080,37678,,,O
cf-0269,맘/학습맘,맘카페,전국,,뉴욕걸즈,https://cafe.naver.com/newyorkgirlz,155080,O,,O
cf-0270,맘/학습맘,맘카페,울산,울산,맘앤파파보물섬,https://cafe.naver.com/nhdmiddleschool,51168,,,O
cf-0271,맘/학습맘,맘카페,세종,세종,세종맘,https://cafe.naver.com/no1sejong,220267,,,O
cf-0272,맘/학습맘,맘카페,충남,논산,논산맘정보통,https://cafe.naver.com/nonsanbaby,34393,,,O
cf-0273,맘/학습맘,맘카페,전남,"나주,빛가람",나주맘스팡,https://cafe.naver.com/nursestudents,29027,,,O
cf-0274,맘/학습맘,맘카페,충북,"청주,청원,오창",오창맘,https://cafe.naver.com/ochangmom,33732,,O,O
cf-0275,맘/학습맘,맘카페,경기도,오산,오행공,https://cafe.naver.com/ohanggong,43214,,,O
cf-0276,맘/학습맘,맘카페,서울,동작,동작맘파인트리,https://cafe.naver.com/ohmyfam,43823,,,O
cf-0277,맘/학습맘,맘카페,충남,"천안,아산,불당",천안아산불당맘모여라,https://cafe.naver.com/orangevrdhj,54309,O,,O
cf-0278,맘/학습맘,맘카페,경기도,오산,오산맘들의스토리,https://cafe.naver.com/osane,39156,,,O
cf-0279,맘/학습맘,맘카페,경북,포항,포항맘놀이터,https://cafe.naver.com/phmomstory,126036,O,,O
cf-0280,맘/학습맘,맘카페,경기도,의정부,의맘모,https://cafe.naver.com/pianisthb,102433,,,O
cf-0281,맘/학습맘,맘카페,경기도,수원,북사사,https://cafe.naver.com/puksuwon,22359,,,O
cf-0282,맘/학습맘,맘카페,경기도,"용인,수지",용인수지맘,https://cafe.naver.com/sujilovemom,72082,,,O
cf-0283,맘/학습맘,맘카페,부산,부산,아이러브부산맘,https://cafe.naver.com/pusanmommy,178234,O,,O
cf-0284,맘/학습맘,맘카페,강원도,속초,속초대표맘카페,https://cafe.naver.com/qkekgksmfkim,23669,,,O
cf-0285,맘/학습맘,맘카페,경기도,부천,부천소사구맘카페,https://cafe.naver.com/redog2oi,42883,,,O
cf-0286,맘/학습맘,맘카페,전국,,레몬테라스,https://cafe.naver.com/remonterrace,2971815,,,O
cf-0287,맘/학습맘,맘카페,경기도,광주,경기광주사람들,https://cafe.naver.com/veronica001,42588,O,,O
cf-0288,부동산/코인/재테크,부동산,경기도,하남,하남플러스,https://cafe.naver.com/rikikmsonline,32122,,,O
cf-0289,맘/학습맘,맘카페,전북,익산,익산스토리,https://cafe.naver.com/rjyloveapt,61732,,,O
cf-0290,맘/학습맘,맘카페,경기도,"안양,군포",안군의,https://cafe.naver.com/rumorxfile,273703,,,O
cf-0291,맘/학습맘,맘카페,부산,"사하,부산",사하맘,https://cafe.naver.com/sahamomsholic,34409,,,O
cf-0292,맘/학습맘,맘카페,인천,인천,맘맘맘인천,https://cafe.naver.com/mammammam,61554,,,O
cf-0293,맘/학습맘,맘카페,충남,서산,서산맘스토리,https://cafe.naver.com/seosanmam,24175,,,O
cf-0294,맘/학습맘,맘카페,충남,서산,서산엄마들의모임,https://cafe.naver.com/seosanmom,89553,,,O
cf-0295,맘/학습맘,맘카페,서울,서대문,서대문구 대표카페,https://cafe.naver.com/seoyeondot2,18375,,,O
cf-0296,맘/학습맘,맘카페,경기도,"성남,분당,판교,위례",분당판교위례맘,https://cafe.naver.com/sghi900user,147609,O,,O
cf-0297,맘/학습맘,맘카페,대구,"달성,대구",달성맘카페,https://cafe.naver.com/shsrhd,21538,,,O
cf-0298,맘/학습맘,맘카페,광주,광주,광주맘홀릭,https://cafe.naver.com/alswltkfkd77,38123,,,O
cf-0299,맘/학습맘,맘카페,서울,"성동,중구",성동구중구맘,https://cafe.naver.com/sjmoms,70375,O,,O
cf-0300,맘/학습맘,맘카페,세종,세종,세종맘놀이터,https://cafe.naver.com/sjmsbaby,37400,O,,O
cf-0301,맘/학습맘,맘카페,대구,"텍폴,경북,대구",대구맘텍사모,https://cafe.naver.com/skyblueyxl5o,46652,,,O
cf-0302,맘/학습맘,맘카페,경남,"김해,장유,율하",소녀감성,https://cafe.naver.com/sogam0515,75287,,,O
cf-0303,맘/학습맘,맘카페,대전,"유성,송강,봉산,대전",대전송강맘스홀릭,https://cafe.naver.com/songgangmom,15584,,,O
cf-0304,맘/학습맘,맘카페,서울,"영등포,구로",영등포구로맘모여라,https://cafe.naver.com/specbible,12484,,,O
cf-0305,맘/학습맘,맘카페,대전,"유성,관평,대덕,대전",대덕테크노밸리,https://cafe.naver.com/sssussu,20236,,,O
cf-0306,맘/학습맘,맘카페,경기도,"남양주,별내",별내맘,https://cafe.naver.com/star4sarang,60931,,,O
cf-0307,맘/학습맘,맘카페,서울,,서울맘스러브,https://cafe.naver.com/starkart,150199,O,,O
cf-0308,맘/학습맘,맘카페,서울,광진,광진맘카페,https://cafe.naver.com/suakuwon,16883,O,,O
cf-0309,맘/학습맘,맘카페,대구,"달성,서재,세천,다사,대구","no.1 대구 서재맘,세천맘,다사맘모임",https://cafe.naver.com/daegudasa00,16755,O,,O
cf-0310,맘/학습맘,맘카페,경남,통영,살통영,https://cafe.naver.com/tgpia,128398,,,O
cf-0311,맘/학습맘,맘카페,경남,김해,김해맘순수카페,https://cafe.naver.com/thesunsu,37349,,,O
cf-0312,맘/학습맘,맘카페,강원도,,강원도맘대표커뮤니티,https://cafe.naver.com/thesuri,24021,,,O
cf-0313,맘/학습맘,맘카페,경기도,시흥,시맘수,https://cafe.naver.com/tlgmdaka0,74128,,,O
cf-0314,맘/학습맘,맘카페,대구,"달성,텍폴,대구",텍폴맘,https://cafe.naver.com/tpmom,61339,,,O
cf-0315,맘/학습맘,맘카페,울산,"울산,북구",울산북구맘,https://cafe.naver.com/trustmarket1,19942,,,O
cf-0316,맘/학습맘,맘카페,경기도,의정부,의정부맘마미아,https://cafe.naver.com/ujb2014,18976,,,O
cf-0317,맘/학습맘,맘카페,경기도,남양주,다산맘스스쿨,https://cafe.naver.com/ujdd2,12689,,,O
cf-0318,맘/학습맘,맘카페,울산,"울산,남구",울산남구맘,https://cafe.naver.com/uldongnemom,5943,O,,O
cf-0319,맘/학습맘,맘카페,경남,"부산,울산,경남",부경맘스홀릭 / 부산경남맘스홀릭,https://cafe.naver.com/ungsangjang,77625,O,,O
cf-0320,맘/학습맘,맘카페,경남,"양산,웅상",웅상이야기,https://cafe.naver.com/ungsangstory,87694,,,O
cf-0321,맘/학습맘,맘카페,경기도,"파주,운정",파주운정맘,https://cafe.naver.com/usem,173860,,,O
cf-0322,맘/학습맘,맘카페,대구,대구,대구맘대표카페,https://cafe.naver.com/velobike,79337,O,,O
cf-0323,맘/학습맘,맘카페,경기도,"화성,조암",조암맘,https://cafe.naver.com/whdkashfdlxj,6378,,,O
cf-0324,맘/학습맘,맘카페,광주,광주,맘스궁전,https://cafe.naver.com/withbang,7141,,,O
cf-0325,맘/학습맘,맘카페,강원도,원주,토닥토닥원주맘,https://cafe.naver.com/wjbabymoms,54604,,,O
cf-0326,맘/학습맘,맘카페,전북,전주,전북맘스홀릭,https://cafe.naver.com/wjsqnraka,29384,,,O
cf-0327,맘/학습맘,맘카페,전북,전주,전주전북알뜰맘,https://cafe.naver.com/wjswnaka,81690,,,O
cf-0328,맘/학습맘,맘카페,경기도,과천,과천맘블리,https://cafe.naver.com/womannara,12452,O,,O
cf-0329,맘/학습맘,맘카페,서울,"구로,신도림",신도림커뮤니티,https://cafe.naver.com/wooseongapt,51303,,O,O
cf-0330,맘/학습맘,맘카페,경기도,양평,양평맘스토리,https://cafe.naver.com/yangmom,63092,,,O
cf-0331,맘/학습맘,맘카페,경북,"영주,봉화,예천",영주맘 카페,https://cafe.naver.com/yeongjumom,29749,,,O
cf-0332,맘/학습맘,맘카페,전남,여수,여수맘들 모여라,https://cafe.naver.com/yeosumam/1232794,39749,O,,O
cf-0333,맘/학습맘,맘카페,경기도,"고양,덕양",덕양맘스클럽,https://cafe.naver.com/agamother,51855,,,O
cf-0334,맘/학습맘,맘카페,경기도,"수원,영통",영통주민모임터,https://cafe.naver.com/youngtongremodelin,66379,,,O
cf-0335,맘/학습맘,맘카페,부산,"연제,부산",연제구맘,https://cafe.naver.com/ysbaby,35705,O,,O
cf-0336,맘/학습맘,맘카페,대전,"유성,죽동,대전",대전죽동맘,https://cafe.naver.com/yuseongmom,8538,,,O
cf-0337,맘/학습맘,맘카페,서울,"송파,강동,위례",송파강동맘,https://cafe.naver.com/zzandol,144584,O,,O
cf-0338,맘/학습맘,맘카페,인천,"인천,남동,서창",인천서창맘,https://cafe.naver.com/twozone,27375,O,,O
cf-0339,맘/학습맘,맘카페,대구,"경북,대구",대구사랑,https://cafe.naver.com/daegusarang7,6764,,,O
cf-0340,맘/학습맘,맘카페,대구,대구,대구시민,https://cafe.naver.com/junasd2,2263,O,,O
cf-0341,맘/학습맘,맘카페,부산,"일광,기장,장안,부산",일기맘,https://cafe.naver.com/lu1mam,42328,O,,O
cf-0342,맘/학습맘,맘카페,경기도,파주,파주맘 파주아빠 이야기,https://cafe.naver.com/peacepaju,2623,,,O
cf-0343,맘/학습맘,맘카페,경기도,"고양,일산,파주",일산파주맘앤파파,https://cafe.naver.com/sky990,23603,,,O
cf-0344,맘/학습맘,맘카페,인천,"인천,부평",인천부평맘,https://cafe.naver.com/datepick,23681,,,O
cf-0345,맘/학습맘,맘카페,인천,"인천,남동,남구",남동맘&남구맘,https://cafe.naver.com/namdongmom,22627,,,O
cf-0346,맘/학습맘,맘카페,서울,강동,고강지처,https://cafe.naver.com/gokangmom,8848,,,O
cf-0347,맘/학습맘,맘카페,전국,,맘스홀릭,https://cafe.naver.com/imoong,151589,,,O
cf-0348,맘/학습맘,맘카페,경기도,"수원,안양,의왕,군포",엄빠라면,https://cafe.naver.com/mnp2022,32612,O,O,O
cf-0349,맘/학습맘,맘카페,경기도,수원,수도권의중심수원,https://cafe.naver.com/suwon1city,60187,,,O
cf-0350,맘/학습맘,맘카페,경북,구미,아이러브맘(구미),https://cafe.naver.com/gyeongbuk007,17267,O,,O
cf-0351,맘/학습맘,맘카페,충남,"서산,태안,당진,홍성",서산사람들,https://cafe.naver.com/sszzang2012,15166,,,O
cf-0352,맘/학습맘,맘카페,제주,제주,제주맘스파파,https://cafe.naver.com/jejumamcafe,14143,,,O
cf-0353,맘/학습맘,맘카페,제주,제주,맘맘맘제주,https://cafe.naver.com/mamamammamjeju,17976,,,O
cf-0354,맘/학습맘,맘카페,충북,충주,충주시닷컴,https://cafe.naver.com/cjyeonsu,47974,,,O
cf-0355,맘/학습맘,맘카페,전북,"전주,군산,익산,정읍,김제",전주맘스,https://cafe.naver.com/fmscloudsv,66417,O,,O
cf-0356,맘/학습맘,맘카페,경기도,"성남,수정",수정맘,https://cafe.naver.com/androidap,18325,,O,O
cf-0357,맘/학습맘,맘카페,전남,"나주,빛가람",나주맘톡,https://cafe.naver.com/najumomtalk,17011,,,O
cf-0358,맘/학습맘,맘카페,전북,전주,전주야놀자,https://cafe.naver.com/bopingonline1,13225,,,O
cf-0359,맘/학습맘,맘카페,경기도,하남,하남맘,https://cafe.naver.com/mp3musicbox,34155,O,,O
cf-0360,맘/학습맘,맘카페,경기도,"하남,강동",하강통,https://cafe.naver.com/hanamnmisa,9141,O,,O
cf-0361,맘/학습맘,맘카페,서울,"송파,위례,강동,감일",송행공,https://cafe.naver.com/cune,6952,,,O
cf-0362,맘/학습맘,맘카페,서울,여의도,여의도사람,https://cafe.naver.com/youido?iframe_url=%2Fca-fe%2Fcafes%2F10055668%2Fmenus%2F7%2Farticles%2Fwrite-error,47442,,,O
cf-0363,맘/학습맘,맘카페,경기도,"부천,중동,상동",부천맘 중동상동맘,https://cafe.naver.com/appleipodtouch,134642,,,O
cf-0364,맘/학습맘,맘카페,전북,"전주,김제",전북혁신전주김제맘,https://cafe.naver.com/succestock,6099,,,O
cf-0365,맘/학습맘,맘카페,경기도,"고양,덕양,덕은",덕은맘 카페,https://cafe.naver.com/dmomsmom,1677,,,O
cf-0366,맘/학습맘,맘카페,인천,"인천,계양",인천계양맘도담도담,https://cafe.naver.com/dodamdodamgmom,12653,,,O
cf-0367,맘/학습맘,맘카페,인천,"인천,미추홀",미미마마,https://cafe.naver.com/dohwamama,11135,,,O
cf-0368,맘/학습맘,맘카페,경기도,"남양주,화도",화도맘,https://cafe.naver.com/hwadomomlove,6590,O,,O
cf-0369,맘/학습맘,맘카페,경남,"김해,장유,율하",장유율하맘,https://cafe.naver.com/yul2moms,16675,,,O
cf-0370,맘/학습맘,맘카페,부산,"남구,부산",부산남구맘,https://cafe.naver.com/cafeadvertisement,42942,,,O
cf-0371,맘/학습맘,맘카페,경남,"김해,장유,율하",소감아점빵,https://cafe.naver.com/sogam1111,28280,,O,O
cf-0372,맘/학습맘,맘카페,전국,,맘스리뷰,https://cafe.naver.com/taisca,86755,,,O
cf-0373,맘/학습맘,맘카페,경기도,"용인,기흥",샤인기흥맘,https://cafe.naver.com/seocheonmom,30565,,,O
cf-0374,맘/학습맘,맘카페,경기도,"용인,처인",용인처인구주민들의공간,https://cafe.naver.com/yukbuklife,32559,,,O
cf-0375,맘/학습맘,맘카페,경기도,수원,수원피플,https://cafe.naver.com/suwonpeople150,20401,,,O
cf-0376,맘/학습맘,맘카페,경기도,화성,화성맘,https://cafe.naver.com/focsa,76946,O,,O
cf-0377,맘/학습맘,맘카페,경기도,"수원,화성,오산",슈퍼맘이떴다,https://cafe.naver.com/yonginmomnoriter81,8562,,,O
cf-0378,맘/학습맘,맘카페,경남,양산,러블리양산맘,https://cafe.naver.com/clanhing,98977,O,,O
cf-0379,맘/학습맘,맘카페,대전,"세종,대전",대세맘,https://cafe.naver.com/tmbtf4,73387,,,O
cf-0380,맘/학습맘,맘카페,경기도,"하남,미사,망월",미사맘카페,https://cafe.naver.com/misamamsnbaby,12258,,,O
cf-0381,맘/학습맘,맘카페,충남,서산,서산태안엄마들의모임,https://cafe.naver.com/happyseosanmom,4320,O,,O
cf-0382,맘/학습맘,맘카페,충남,서산,서산테크노닷컴,https://cafe.naver.com/technoss,12807,,,O
cf-0383,맘/학습맘,맘카페,대전,"대전,충남",맘맘맘대전충남,https://cafe.naver.com/mamamadaejeon,25247,,,O
cf-0384,맛집/문화/캠핑/친목,맛집,울산,,울산맛집멋집,https://cafe.naver.com/bigm,115966,,,O
cf-0385,맛집/문화/캠핑/친목,맛집,,,마리플,https://cafe.naver.com/kaka0tjjang,55388,,,O
cf-0386,맛집/문화/캠핑/친목,문화/예술,,,컬쳐블룸,https://cafe.naver.com/culturebloom,154296,,,O
cf-0387,맛집/문화/캠핑/친목,문화/예술,,,문화상점,https://cafe.naver.com/pandamarket,215885,,,O
cf-0388,맛집/문화/캠핑/친목,문화/예술,,,미모숲,https://cafe.naver.com/sosoin22,43822,,,O
cf-0389,군인/복지/행정/반려동물,반려동물,,,말티푸마을,https://cafe.naver.com/5inglife,30765,,,O
cf-0390,군인/복지/행정/반려동물,반려동물,,,우마동,https://cafe.naver.com/6655happyclub,294449,,,O
cf-0391,군인/복지/행정/반려동물,반려동물,,,아라뱃길,https://cafe.naver.com/arabichon,79974,,,O
cf-0392,군인/복지/행정/반려동물,반려동물,,,도그맘,https://cafe.naver.com/catteryc,26176,,,O
cf-0393,군인/복지/행정/반려동물,반려동물,,,냥이네,https://cafe.naver.com/clubpet,683083,,,O
cf-0394,군인/복지/행정/반려동물,반려동물,,,스마트펫,https://cafe.naver.com/companhia,175031,,,O
cf-0395,군인/복지/행정/반려동물,반려동물,,,아이러브불독,https://cafe.naver.com/csbulldogs,21544,,,O
cf-0396,군인/복지/행정/반려동물,반려동물,,,강여사,https://cafe.naver.com/dhkdrlt,18829,,,O
cf-0397,군인/복지/행정/반려동물,반려동물,,,강사모,https://cafe.naver.com/dogpalza,1961214,,,O
cf-0398,군인/복지/행정/반려동물,반려동물,,,쓰담쓰담,https://cafe.naver.com/dogsdsd,84397,,,O
cf-0399,군인/복지/행정/반려동물,반려동물,,,우나더,https://cafe.naver.com/expert98,52954,,,O
cf-0400,군인/복지/행정/반려동물,반려동물,,,애견미용사날다,https://cafe.naver.com/flytrimmer,67586,,,O
cf-0401,군인/복지/행정/반려동물,반려동물,,,핸드메이드 몽몽,https://cafe.naver.com/gangajipul,177902,,,O
cf-0402,군인/복지/행정/반려동물,반려동물,,,은빛비숑,https://cafe.naver.com/gdqueen,36198,,,O
cf-0403,직장인/업종/창업/취업,업종/직종,,,마케팅 성장 아카데미,https://cafe.naver.com/ieltsnara,25645,,,O
cf-0404,군인/복지/행정/반려동물,반려동물,,,울산강아지카페,https://cafe.naver.com/jola3guckji,6786,,,O
cf-0405,군인/복지/행정/반려동물,반려동물,,,코리안도그,https://cafe.naver.com/koreandogs,10245,,O,O
cf-0406,군인/복지/행정/반려동물,반려동물,,,포메이즈(더도그카페),https://cafe.naver.com/lovedogcafe,250733,,,O
cf-0407,군인/복지/행정/반려동물,반려동물,,,제주펫,https://cafe.naver.com/petteo,8846,,,O
cf-0408,군인/복지/행정/반려동물,반려동물,,,고강정,https://cafe.naver.com/pointonepet,35156,,,O
cf-0409,군인/복지/행정/반려동물,반려동물,,,썸펫,https://cafe.naver.com/sellpet,447711,,,O
cf-0410,군인/복지/행정/반려동물,반려동물,,,바닐라펫,https://cafe.naver.com/u6670108,10691,,O,O
cf-0411,군인/복지/행정/반려동물,반려동물,,,푸들토크,https://cafe.naver.com/vnxhr,29237,,,O
cf-0412,군인/복지/행정/반려동물,반려동물,,,애사모,https://cafe.naver.com/wowlze,307422,,,O
cf-0413,군인/복지/행정/반려동물,반려동물,,,고양이라서다행이야,https://cafe.naver.com/ilovecat,718289,,,O
cf-0414,군인/복지/행정/반려동물,반려동물,,,고사모,https://cafe.naver.com/catmam,268965,,,O
cf-0415,군인/복지/행정/반려동물,복지/행정,,,복지 아는게 힘,https://cafe.naver.com/cafe1535,271128,,,O
cf-0416,군인/복지/행정/반려동물,복지/행정,,,애기똥풀,https://cafe.naver.com/duguldugul,13509,,,O
cf-0417,군인/복지/행정/반려동물,복지/행정,,,국가유공자,https://cafe.naver.com/jongsuk2,29214,,,O
cf-0418,부동산/코인/재테크,부동산,,,세종시닷컴,https://cafe.naver.com/1sejongcity/,324749,,,O
cf-0419,부동산/코인/재테크,부동산,,,광주빛가람,https://cafe.naver.com/bitgaramnewcity,27804,,,O
cf-0420,부동산/코인/재테크,부동산,,,동사모(동탄사랑모임),https://cafe.naver.com/dtsamo,49125,,,O
cf-0421,부동산/코인/재테크,부동산,,,천안아산불당신도시,https://cafe.naver.com/fastcheonan,110581,,,O
cf-0422,부동산/코인/재테크,부동산,,,다산혁신 신도시,https://cafe.naver.com/dasancity,66361,,,O
cf-0423,부동산/코인/재테크,부동산,,,화곡뉴타운,https://cafe.naver.com/hwagoknewtown,13397,,,O
cf-0424,부동산/코인/재테크,부동산,,,울산부동산제태크,https://cafe.naver.com/kyerongapartment,331909,,,O
cf-0425,부동산/코인/재테크,부동산,,,티엘코리아,https://cafe.naver.com/tlkorea,21636,,,O
cf-0426,부동산/코인/재테크,부동산,,,창원부동산이야기,https://cafe.naver.com/xxdkd,189975,,,O
cf-0427,부동산/코인/재테크,부동산,,,텐인텐대전,https://cafe.naver.com/rhocloud,130630,,,O
cf-0428,부동산/코인/재테크,부동산,,,진주혁신도시,https://cafe.naver.com/inguup,20079,,,O
cf-0429,부동산/코인/재테크,부동산,,,사내연,https://cafe.naver.com/hack100000,43522,,,O
cf-0430,부동산/코인/재테크,부동산,,,부동산 스터디,https://cafe.naver.com/jaegebal,2019372,,,O
cf-0431,부동산/코인/재테크,부동산,,,아름다운 내집갖기,https://cafe.naver.com/rainup,1137892,,,O
cf-0432,결혼/뷰티/요리/패션,뷰티/미용,,,뷰티하우스,https://cafe.naver.com/allall,79955,,,O
cf-0433,결혼/뷰티/요리/패션,뷰티/미용,,,꿈녀,https://cafe.naver.com/bornnborn,101326,,,O
cf-0434,결혼/뷰티/요리/패션,뷰티/미용,,,파우더룸,https://cafe.naver.com/cosmania,1957811,,,O
cf-0435,결혼/뷰티/요리/패션,뷰티/미용,,,화성녀,https://cafe.naver.com/goekqwlzkvp,151013,,,O
cf-0436,결혼/뷰티/요리/패션,뷰티/미용,,,뷰티앙,https://cafe.naver.com/jdcbgk,3005,,,O
cf-0437,결혼/뷰티/요리/패션,뷰티/미용,,,화장발카페,https://cafe.naver.com/mp3musicdownloadcafe,372762,,,O
cf-0438,결혼/뷰티/요리/패션,뷰티/미용,,,여생남정,https://cafe.naver.com/suddes,383847,,,O
cf-0439,결혼/뷰티/요리/패션,뷰티/미용,,,겟잇뷰티,https://cafe.naver.com/wphonew,90462,,,O
cf-0440,결혼/뷰티/요리/패션,뷰티/성형,,,여우야,https://cafe.naver.com/feko,1576874,,,O
cf-0441,결혼/뷰티/요리/패션,뷰티/성형,,,뷰티빌리지,https://cafe.naver.com/0jiju0,129374,,,O
cf-0442,결혼/뷰티/요리/패션,뷰티/성형,,,A+여우야,https://cafe.naver.com/fox5282,520586,,,O
cf-0443,결혼/뷰티/요리/패션,뷰티/성형,,,성형위키백과,https://cafe.naver.com/juliett00,262325,,,O
cf-0444,결혼/뷰티/요리/패션,뷰티/성형,,,가슴아픈사람들,https://cafe.naver.com/luxury009,282657,,,O
cf-0445,결혼/뷰티/요리/패션,뷰티/성형,,,남성시,https://cafe.naver.com/monsternet,51598,,,O
cf-0446,결혼/뷰티/요리/패션,뷰티/성형,,,뷰티모델나라,https://cafe.naver.com/pggz,82427,,,O
cf-0447,결혼/뷰티/요리/패션,뷰티/성형,,,유앤유,https://cafe.naver.com/somang33,44931,,,O
cf-0448,결혼/뷰티/요리/패션,뷰티/피부,,,뷰티매니아,https://cafe.naver.com/worrytodream,226194,,,O
cf-0449,결혼/뷰티/요리/패션,뷰티/헤어,,,뷰앤잡,https://cafe.naver.com/bnjob,228811,,,O
cf-0450,생활/인테리어/중고/IT기기,생활가전,,,음식물처리기,https://cafe.naver.com/mobilefreindcafe,15286,,,O
cf-0451,건강/운동/스포츠,스포츠,,,수미사,https://cafe.naver.com/swnolja,164575,,,O
cf-0452,건강/운동/스포츠,스포츠,,,배드민턴 매니아,https://cafe.naver.com/sweetminton,103802,,,O
cf-0453,건강/운동/스포츠,스포츠,,,오픈케어,https://cafe.naver.com/teamfca,33437,,,O
cf-0454,건강/운동/스포츠,스포츠,,,수영코디카페SHC,https://cafe.naver.com/swimmingholicclub,232136,,,O
cf-0455,건강/운동/스포츠,스포츠,,,골프마니아클럽,https://cafe.naver.com/golfmaniaclub,162649,,,O
cf-0456,결혼/뷰티/요리/패션,중고거래,,,시계 직거래 카페,https://cafe.naver.com/txtnovelcafe,53374,,,O
cf-0457,건강/운동/스포츠,스포츠,,,골프조인동호회,https://cafe.naver.com/golfkwang,219894,,,O
cf-0458,건강/운동/스포츠,스포츠,,,골프어때,https://cafe.naver.com/dfither,710311,,,O
cf-0459,건강/운동/스포츠,스포츠,,,유박사테니스,https://cafe.naver.com/usedracket,38732,,,O
cf-0460,직장인/업종/창업/취업,업종/직종,,,피연쌤,https://cafe.naver.com/youreepiano,9278,,,O
cf-0461,직장인/업종/창업/취업,업종/직종,,,외주나라,https://cafe.naver.com/oeju,147066,,,O
cf-0462,직장인/업종/창업/취업,업종/직종,,,경리-회계 직장인들의 쉼터,https://cafe.naver.com/aclove,243543,,,O
cf-0463,직장인/업종/창업/취업,업종/직종,,,인사쟁이,https://cafe.naver.com/ak573,515504,,,O
